,Title,Artist,Energy,Tempo,Danceability,Instrumentalness,Valence
656,Once in a Lifetime - 2005 Remaster,Talking Heads,0.919,117.459,0.644,0.134,0.871
657,Ironic - 2015 Remaster,Alanis Morissette,0.582,114.926,0.408,0.0,0.365
658,Learning To Fly - 2011 Remastered Version,Pink Floyd,0.56,166.585,0.441,0.0296,0.476
659,Heartbreaker,Dionne Warwick,0.514,100.771,0.671,1.53e-05,0.803
660,Good Year For The Roses,Elvis Costello & The Attractions,0.395,97.272,0.507,0.000619,0.457
661,Iris,The Goo Goo Dolls,0.79,155.667,0.291,5.61e-06,0.513
662,Blitzkrieg Bop - 2016 Remaster,Ramones,0.783,176.701,0.385,0.47,0.902
663,Save Tonight,Eagle-Eye Cherry,0.742,119.496,0.548,3.97e-05,0.583
664,Uprising,Muse,0.905,128.019,0.602,0.064,0.411
665,Ziggy Stardust - 2012 Remaster,David Bowie,0.565,161.124,0.44,0.0,0.495
666,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,0.299,94.992,0.587,0.0,0.356
667,Sunshine Superman,Donovan,0.677,132.783,0.629,9.72e-06,0.627
668,The Message - Extended Version,Grandmaster Flash & The Furious Five,0.626,100.6,0.947,3.37e-06,0.724
669,Sledgehammer,Peter Gabriel,0.685,96.458,0.657,0.0,0.424
670,Don't Leave Me This Way,Thelma Houston,0.839,121.819,0.553,6e-05,0.673
671,Porcelain,Moby,0.613,94.925,0.515,0.202,0.357
672,We'll Meet Again,Vera Lynn,0.178,91.243,0.362,0.0,0.248
673,Call Me,Blondie,0.628,142.167,0.551,0.000194,0.777
674,What's Love Got to Do with It,Tina Turner,0.406,97.84,0.851,6.41e-06,0.792
675,Bad Day,Daniel Powter,0.785,140.046,0.599,0.00336,0.52
676,Don't Let Me Be Misunderstood,The Animals,0.568,112.584,0.546,0.0,0.488
677,Me and Mrs. Jones,Billy Paul,0.555,67.322,0.303,1.16e-06,0.447
678,To Be With You,Mr. Big,0.39,83.648,0.695,0.0,0.467
679,Are You Gonna Go My Way,Lenny Kravitz,0.67,129.269,0.619,0.0109,0.777
680,Livin' On A Prayer,Bon Jovi,0.687,122.666,0.559,3.59e-05,0.854
681,Fever,Peggy Lee,0.0899,137.473,0.742,0.0,0.351
682,Free Fallin',Tom Petty,0.435,84.382,0.617,0.0,0.601
683,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,0.607,146.537,0.328,0.0,0.395
684,Rockin' in the Free World,Neil Young,0.883,131.75,0.491,3.19e-05,0.518
685,"Equinoxe, Pt. 5",Jean-Michel Jarre,0.842,162.356,0.536,0.935,0.779
686,Eye of the Tiger,Survivor,0.438,108.965,0.815,0.000466,0.552
687,Man On The Moon,R.E.M.,0.695,118.581,0.664,0.000584,0.643
688,Nobody Does It Better,Carly Simon,0.403,135.384,0.368,7.66e-06,0.338
689,Like a Prayer,Madonna,0.629,111.926,0.66,7.3e-05,0.324
690,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,0.364,98.981,0.433,3.75e-06,0.0385
691,Woman in Love,Barbra Streisand,0.278,169.735,0.469,0.000126,0.331
692,Oh! Carol,Neil Sedaka,0.618,132.685,0.579,1e-05,0.816
693,Believe,Cher,0.917,132.975,0.652,0.0,0.459
694,Rehab,Amy Winehouse,0.872,71.515,0.434,1.83e-06,0.732
695,Looks Like We Made It,Barry Manilow,0.426,68.662,0.353,0.00274,0.492
696,Poker Face,Lady Gaga,0.806,118.999,0.851,1.64e-06,0.787
697,Autobahn - Single Edit,Kraftwerk,0.502,168.004,0.352,0.882,0.188
698,Counting Stars,OneRepublic,0.705,122.016,0.664,0.0,0.477
699,The Winner Takes It All,ABBA,0.794,126.951,0.458,0.00105,0.505
700,Barbara Ann - Remastered,The Beach Boys,0.662,78.732,0.579,0.0,0.921
701,Boogie Wonderland,"Earth, Wind & Fire",0.756,131.715,0.802,0.00765,0.963
702,You Get What You Give,New Radicals,0.901,113.967,0.621,0.0,0.744
703,Fade To Grey,Visage,0.423,112.344,0.604,0.0328,0.472
704,Lady,Kenny Rogers,0.263,135.36,0.357,0.000171,0.26
705,I Swear,All-4-One,0.407,83.207,0.532,0.0,0.23
706,We Are Family,Sister Sledge,0.893,118.738,0.784,1.57e-05,0.819
707,Diana,Paul Anka,0.329,142.427,0.557,0.0,0.942
708,Human,Rag'n'Bone Man,0.707,75.09,0.602,0.0,0.554
709,Tangled up in Blue,Bob Dylan,0.661,100.965,0.421,1.16e-06,0.554
710,Bette Davis Eyes,Kim Carnes,0.649,116.624,0.675,0.0,0.596
711,Walking in Memphis - Remastered,Marc Cohn,0.483,130.43,0.565,0.0,0.3
712,Three Times A Lady - Single Version,Commodores,0.0989,153.607,0.35,0.0027,0.194
713,Greatest Love of All,Whitney Houston,0.305,131.242,0.502,3.55e-06,0.248
714,Rock & Roll Part 2,Gary Glitter,0.314,129.124,0.71,0.785,0.401
715,Clocks,Coldplay,0.749,130.97,0.577,0.0115,0.255
716,Human,The Killers,0.837,135.47,0.547,0.000624,0.568
717,Walking On Sunshine,Katrina & The Waves,0.869,109.902,0.596,0.173,0.944
718,Ça Plane Pour Moi,Plastic Bertrand,0.788,165.877,0.489,7.98e-05,0.88
719,She Drives Me Crazy,Fine Young Cannibals,0.687,108.804,0.799,0.000188,0.965
720,Just Can't Get Enough,Depeche Mode,0.772,128.166,0.766,0.0584,0.92
721,Da Ya Think I'm Sexy?,Rod Stewart,0.689,111.504,0.715,0.000192,0.852
722,Heartbreak Hotel,Elvis Presley,0.21,93.543,0.696,1.62e-06,0.717
723,White Lines (Don't Do It),Grandmaster Flash,0.522,115.267,0.844,3.24e-05,0.771
724,Sunday Bloody Sunday - Remastered 2008,U2,0.944,101.174,0.543,0.000564,0.735
725,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,0.728,171.388,0.701,0.00115,0.0591
726,"Hold On, I'm Comin'",Sam & Dave,0.338,106.841,0.803,0.038,0.912
727,Alone,Heart,0.452,175.088,0.418,0.00026,0.168
728,Brand New Key,Melanie,0.191,84.33,0.702,0.00027,0.839
729,Keep Your Hands to Yourself,The Georgia Satellites,0.882,114.88,0.57,0.000178,0.844
730,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,0.652,80.609,0.52,5.49e-05,0.722
731,You Light Up My Life,Debby Boone,0.282,77.47,0.322,1.04e-05,0.0785
732,Everybody Hurts,R.E.M.,0.324,94.301,0.467,0.0248,0.166
733,Don't Bring Me Down,Electric Light Orchestra,0.867,115.692,0.638,0.000733,0.805
734,I'll Make Love To You,Boyz II Men,0.516,142.592,0.57,0.0,0.217
735,The River,Bruce Springsteen,0.536,117.498,0.587,2.75e-05,0.59
736,School's Out,Alice Cooper,0.662,134.854,0.286,0.138,0.35
737,I Just Called To Say I Love You,Stevie Wonder,0.55,113.545,0.746,1.95e-06,0.632
738,Knock on Wood,Eddie Floyd,0.346,105.164,0.864,0.00521,0.964
739,In My Place,Coldplay,0.588,144.636,0.424,4.95e-06,0.193
740,Livin' Thing,Electric Light Orchestra,0.651,122.818,0.549,0.0,0.368
741,Keep on Loving You,REO Speedwagon,0.722,174.732,0.306,0.0,0.41
742,Kashmir - 1990 Remaster,Led Zeppelin,0.536,80.617,0.48,4.22e-05,0.581
743,Give A Little Bit,Supertramp,0.822,91.353,0.533,0.00795,0.463
744,Kids In America,Kim Wilde,0.782,159.621,0.557,6.75e-06,0.305
745,Could You Be Loved,Bob Marley & The Wailers,0.72,103.312,0.916,0.00016,0.76
746,Into the Mystic - 2013 Remaster,Van Morrison,0.524,86.204,0.608,0.00254,0.797
747,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Dionne Warwick,0.471,120.108,0.676,0.0,0.143
748,Two Princes,Spin Doctors,0.912,103.731,0.543,2.1e-06,0.836
749,Not Fade Away,Buddy Holly,0.566,96.518,0.772,0.0,0.94
750,Gangsta's Paradise,Coolio,0.514,79.974,0.647,0.0,0.387
751,I'm Gonna Be (500 Miles),The Proclaimers,0.551,131.922,0.851,0.0,0.807
752,Candle In The Wind - Remastered 2014,Elton John,0.532,124.53,0.601,2.65e-05,0.529
753,Arthur's Theme (Best That You Can Do),Christopher Cross,0.515,136.543,0.526,0.000816,0.518
754,You Can Leave Your Hat On,Joe Cocker,0.535,173.8,0.65,0.0,0.9
755,Dancing In the Dark,Bruce Springsteen,0.942,148.723,0.527,0.0,0.495
756,Sabotage,Beastie Boys,0.938,168.131,0.324,0.0321,0.543
757,The Unforgiven,Metallica,0.584,139.261,0.54,0.00296,0.244
758,How to Save a Life,The Fray,0.743,122.035,0.64,0.0,0.361
759,Bobby Brown Goes Down,Frank Zappa,0.553,136.52,0.59,0.0,0.788
760,Killing Me Softly with His Song,Roberta Flack,0.381,121.568,0.477,0.0,0.329
761,Glad All Over,The Dave Clark Five,0.879,137.826,0.465,0.0,0.891
762,Breaking Up Is Hard to Do,Neil Sedaka,0.663,116.603,0.742,0.0,0.967
763,Stop! In The Name Of Love,The Supremes,0.592,114.99,0.629,0.0,0.491
764,"Can't Get Enough Of Your Love, Babe",Barry White,0.777,111.833,0.735,0.0611,0.771
765,Here Without You,3 Doors Down,0.543,144.001,0.551,0.0,0.213
766,I'm Like A Bird,Nelly Furtado,0.608,89.661,0.622,5.38e-06,0.607
767,Do You Know the Way to San Jose,Dionne Warwick,0.657,157.269,0.658,9.5e-06,0.888
768,I Can Help,Billy Swan,0.681,125.204,0.469,0.0109,0.526
769,Moonlight Shadow - Remastered,Mike Oldfield,0.702,128.38,0.622,1.27e-06,0.826
770,I Don't Like Mondays,The Boomtown Rats,0.46,143.603,0.464,0.0,0.476
771,Down Under,Men At Work,0.459,107.115,0.739,0.0194,0.892
772,Ruby,Kaiser Chiefs,0.939,93.416,0.451,4.85e-06,0.448
773,One Of Us,Joan Osborne,0.497,87.541,0.484,7.97e-06,0.384
774,Mmm Mmm Mmm Mmm,Crash Test Dummies,0.575,92.934,0.58,1.83e-05,0.37
775,No One,Alicia Keys,0.552,89.969,0.649,6.47e-06,0.158
776,Only You,Yazoo,0.307,106.158,0.752,0.000135,0.854
777,Rosanna,TOTO,0.513,80.647,0.365,0.000147,0.739
778,I Saw Her Standing There - Remastered,The Beatles,0.801,160.109,0.491,0.0,0.971
779,Almaz,Randy Crawford,0.164,139.007,0.306,7.68e-06,0.277
780,Apologize,Timbaland,0.604,118.016,0.653,0.0,0.101
781,Beds Are Burning - Remastered,Midnight Oil,0.427,119.18,0.753,0.00065,0.295
782,You'll Never Walk Alone - Mono; 2002 Remaster,Gerry & The Pacemakers,0.265,113.564,0.484,0.0,0.285
783,In Dreams,Roy Orbison,0.435,108.189,0.495,0.00038,0.71
784,Little Red Corvette,Prince,0.746,123.144,0.748,3.31e-05,0.709
785,The Reason,Hoobastank,0.659,82.957,0.474,0.0,0.075
786,"Shout, Pts. 1 & 2",The Isley Brothers,0.831,137.355,0.467,0.0,0.547
787,Blue Moon,The Marcels,0.432,127.69,0.624,0.0,0.935
788,Play That Funky Music,Wild Cherry,0.672,109.394,0.814,0.0,0.933
789,Empire State Of Mind,JAY-Z,0.956,173.585,0.491,0.0,0.811
790,You're Beautiful,James Blunt,0.479,81.998,0.675,1.76e-05,0.454
791,Listen To Your Heart,Roxette,0.583,86.063,0.539,0.0,0.337
792,Pumped Up Kicks,Foster The People,0.71,127.975,0.733,0.115,0.965
793,I Write The Songs,Barry Manilow,0.381,148.649,0.397,0.0,0.423
794,Wherever You Will Go,The Calling,0.719,112.027,0.558,0.0,0.371
795,What's Up?,4 Non Blondes,0.57,134.537,0.566,0.0,0.491
796,Video Killed The Radio Star,The Buggles,0.678,131.165,0.68,0.00828,0.251
797,Wicked Game - Remastered,Chris Isaak,0.553,112.52,0.664,0.00978,0.287
798,Apache,The Shadows,0.451,133.673,0.595,0.929,0.779
799,I'll Never Fall in Love Again,Dionne Warwick,0.339,136.882,0.676,9.77e-06,0.756
800,Roxanne - Remastered 2003,The Police,0.748,134.001,0.618,4.1e-06,0.662
801,"Walk, Don't Run",The Ventures,0.88,155.968,0.423,0.0291,0.96
802,Lust For Life,Iggy Pop,0.973,104.225,0.389,5.12e-06,0.669
803,Yesterday Once More,Carpenters,0.38,168.496,0.254,0.0,0.408
804,One Way Or Another - Remastered,Blondie,0.914,162.487,0.45,1.42e-05,0.904
805,Maybe I’m Amazed - Remastered 2011,Paul McCartney,0.494,79.255,0.471,0.0944,0.373
806,Eternal Flame,The Bangles,0.233,78.927,0.521,0.0,0.409
807,What You Won't Do for Love,Bobby Caldwell,0.397,84.064,0.642,0.000834,0.798
808,Somethin' Stupid,Frank Sinatra,0.338,207.356,0.257,0.0,0.544
809,I Feel for You,Chaka Khan,0.912,124.916,0.698,0.0222,0.797
810,Something To Talk About,Bonnie Raitt,0.64,102.633,0.795,2.13e-06,0.954
811,The Air That I Breathe - 2008 Remaster,The Hollies,0.473,167.792,0.279,0.00164,0.246
812,Sheena Is a Punk Rocker - 2017 Remaster,Ramones,0.965,176.243,0.42,0.000335,0.846
813,Streets of Philadelphia - Single Edit,Bruce Springsteen,0.249,93.667,0.724,0.11,0.444
814,Luka,Suzanne Vega,0.781,124.939,0.637,0.000115,0.789
815,All I Wanna Do,Sheryl Crow,0.528,120.091,0.82,0.0186,0.931
816,The Sign,Ace of Base,0.786,96.987,0.808,0.0701,0.899
817,Feeling Good,Nina Simone,0.326,79.206,0.399,0.0,0.546
818,Black Night,Deep Purple,0.842,134.661,0.531,0.0567,0.84
819,Cum On Feel The Noize,Slade,0.83,137.778,0.408,0.58,0.674
820,Tubthumping,Chumbawamba,0.88,101.185,0.348,0.0,0.606
821,"You're Sixteen, You're Beautiful (And You're Mine)",Johnny Burnette,0.52,78.818,0.402,8.9e-06,0.767
822,Stagger Lee,Lloyd Price,0.544,68.908,0.382,0.0,0.787
823,"Pop Muzik - Nik Launay '79 12""",M,0.727,110.796,0.94,0.00021,0.969
824,I'm Yours,Jason Mraz,0.457,150.953,0.686,0.0,0.718
825,Money (That's What I Want) - Single Version / Mono,Barrett Strong,0.813,132.313,0.656,0.0,0.96
826,Love Song,Sara Bareilles,0.786,123.055,0.583,0.0,0.573
827,Thunderstruck,AC/DC,0.89,133.52,0.502,0.0117,0.259
828,Everybody Loves Somebody,Dean Martin,0.391,119.182,0.366,0.0,0.461
829,Feliz Navidad,José Feliciano,0.857,148.749,0.485,0.0,0.963
830,Stan,Eminem,0.74,80.056,0.781,2.27e-06,0.527
831,1999,Prince,0.73,118.523,0.866,0.0,0.625
832,I Just Can't Stop Loving You,Michael Jackson,0.488,100.158,0.655,5.74e-06,0.251
833,Someone Like You,Adele,0.321,135.047,0.554,0.0,0.288
834,Please Please Me - Remastered,The Beatles,0.48,139.388,0.527,0.0,0.706
835,Tell Laura I Love Her,Ray Peterson,0.358,102.342,0.515,0.0,0.291
836,Donna - Single Version,Ritchie Valens,0.225,100.299,0.472,0.0,0.29
837,Ev'ry Time We Say Goodbye,Ella Fitzgerald,0.16,80.359,0.329,0.000101,0.232
838,What You Need,INXS,0.899,115.941,0.661,0.00494,0.491
839,Buddy Holly,Weezer,0.932,121.004,0.536,2.02e-05,0.755
840,I Ran (So Far Away),A Flock Of Seagulls,0.642,146.154,0.507,0.606,0.631
841,At Seventeen - Remastered,Janis Ian,0.281,125.206,0.615,0.000324,0.348
842,Promise Me,Beverley Craven,0.232,124.176,0.46,0.0,0.293
843,YMCA - Original Version 1978,Village People,0.969,126.653,0.723,0.0,0.728
844,Feel,Robbie Williams,0.732,97.997,0.599,0.000467,0.295
845,Something In The Air,Thunderclap Newman,0.402,94.221,0.506,1.25e-05,0.54
846,Super Freak,Rick James,0.796,132.448,0.835,0.0,0.962
847,Radio Ga Ga - 2011 Mix,Queen,0.502,112.344,0.744,0.000228,0.66
848,Mercy,Duffy,0.859,129.911,0.793,0.000356,0.964
849,Kids,MGMT,0.931,122.961,0.451,0.0049,0.172
850,Raspberry Beret,Prince,0.67,120.752,0.761,0.000426,0.91
851,Save The Best For Last,Vanessa Williams,0.297,95.972,0.531,0.0,0.225
852,A Little Respect - 2009 Remastered Version,Erasure,0.784,113.804,0.607,3.85e-06,0.622
853,Total Eclipse of the Heart,Bonnie Tyler,0.512,131.386,0.439,0.0,0.197
854,Come On Eileen,Dexys Midnight Runners,0.615,108.016,0.466,0.0,0.812
855,Lovefool - Radio Edit,The Cardigans,0.599,111.829,0.644,0.0,0.941
856,Jump (For My Love),The Pointer Sisters,0.697,134.533,0.842,0.000101,0.916
857,Somebody That I Used To Know,Gotye,0.521,129.039,0.862,0.000215,0.744
858,"Take Me Home, Country Roads",John Denver,0.395,82.259,0.462,0.0,0.625
859,One,Metallica,0.695,102.178,0.437,0.0857,0.413
860,This Guy's In Love With You,Herb Alpert & The Tijuana Brass,0.167,83.768,0.635,0.000999,0.246
861,The Power of Love,Jennifer Rush,0.407,139.462,0.561,7.49e-05,0.293
862,Flashdance...What a Feeling - Radio Edit,Irene Cara,0.654,122.491,0.572,3.21e-06,0.399
863,Karma Chameleon,Culture Club,0.552,92.056,0.661,0.0,0.928
864,Jack & Diane,John Mellencamp,0.41,103.94,0.811,6.94e-06,0.625
865,Despacito - Remix,Luis Fonsi,0.798,177.899,0.649,0.0,0.857
866,Radioactive,Imagine Dragons,0.777,136.249,0.473,7.87e-05,0.21
867,Sadeness - Pt. 1 / Radio Edit,Enigma,0.626,95.701,0.607,0.0677,0.54
868,More Than Words,Extreme,0.127,91.625,0.623,0.0,0.237
869,Don't Get Me Wrong - 2007 Remaster,Pretenders,0.932,203.617,0.46,0.00504,0.849
870,Brothers In Arms,Dire Straits,0.296,79.273,0.413,0.801,0.144
871,Chuck E's in Love,Rickie Lee Jones,0.398,113.204,0.797,0.0,0.75
872,Love Shack,The B-52's,0.817,133.858,0.715,1.61e-06,0.871
873,All Out of Love,Air Supply,0.47,108.486,0.503,0.0,0.334
874,A Thousand Miles,Vanessa Carlton,0.845,94.915,0.559,0.0,0.304
875,Welcome to the Black Parade,My Chemical Romance,0.905,96.95,0.217,0.00011,0.236
876,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.811,116.047,0.794,1.07e-06,0.862
877,Torn,Natalie Imbruglia,0.928,96.315,0.559,5.56e-05,0.599
878,Crazy In Love (feat. Jay-Z),Beyoncé,0.77,99.165,0.646,0.0,0.681
879,Cocaine,J.J. Cale,0.421,104.359,0.792,0.455,0.403
880,I Don't Feel Like Dancin' - Radio Edit,Scissor Sisters,0.924,108.033,0.711,0.0,0.912
881,Rose Garden,Lynn Anderson,0.501,131.064,0.589,0.0,0.969
882,Never Can Say Goodbye - Single Version,Gloria Gaynor,0.861,124.985,0.628,0.00269,0.852
883,Let Her Go,Passenger,0.538,75.089,0.509,0.0,0.244
884,Never Gonna Give You Up,Rick Astley,0.939,113.309,0.721,3.79e-05,0.914
885,True - Single Edit,Spandau Ballet,0.533,97.395,0.742,0.148,0.391
886,Black Dog - Remaster,Led Zeppelin,0.864,81.394,0.437,0.0314,0.749
887,Lovin' You,Minnie Riperton,0.164,72.029,0.387,0.0,0.409
888,Funkytown - Single Version,Lipps Inc.,0.564,122.632,0.907,0.65,0.229
889,Do It Again,Steely Dan,0.537,124.574,0.682,3.07e-05,0.963
890,Happy,Pharrell Williams,0.757,159.911,0.652,0.0,0.962
891,Hey Ya! - Radio Mix / Club Mix,OutKast,0.967,79.505,0.719,0.000249,0.964
892,Cars,Gary Numan,0.578,128.037,0.546,6.54e-05,0.819
893,All of Me,John Legend,0.264,119.93,0.422,0.0,0.331
894,The Lady In Red,Chris de Burgh,0.294,76.698,0.548,3.34e-06,0.491
895,Tom Dooley,The Kingston Trio,0.144,125.74,0.649,4.55e-06,0.458
896,I Believe I Can Fly,R. Kelly,0.479,120.145,0.535,0.0,0.0395
897,Cherry Pink And Apple Blossom White,Pérez Prado,0.593,109.739,0.527,0.686,0.633
898,Hot Stuff,Donna Summer,0.743,120.471,0.823,0.0306,0.966
899,Ramblin' Man,Allman Brothers Band,0.832,178.873,0.311,0.00128,0.933
900,Let Your Love Flow,The Bellamy Brothers,0.553,109.071,0.679,7.16e-06,0.946
901,Cathy's Clown,The Everly Brothers,0.582,119.809,0.498,0.0,0.866
902,Black Betty,Ram Jam,0.907,117.293,0.465,0.00118,0.681
903,You're the Voice,John Farnham,0.66,85.209,0.502,0.000138,0.722
904,Feelings,Morris Albert,0.383,80.472,0.392,3.23e-06,0.216
905,Never Ever,All Saints,0.541,134.187,0.738,0.0,0.309
906,Breathe,Faith Hill,0.496,136.859,0.529,0.0,0.278
907,Escape (The Pina Colada Song),Rupert Holmes,0.509,138.714,0.836,4.1e-06,0.949
908,Buffalo Soldier,Bob Marley & The Wailers,0.462,124.065,0.93,9.3e-06,0.777
909,Yeke Yeke,Mory Kanté,0.74,125.741,0.652,0.012,0.687
910,"Don't Cry For Me Argentina - From ""Evita""",Julie Covington,0.108,108.552,0.326,4.24e-05,0.147
911,This Love,Maroon 5,0.868,95.05,0.714,0.0,0.78
912,How Do I Live,LeAnn Rimes,0.462,128.303,0.577,0.0,0.258
913,Loser,Beck,0.617,170.84,0.614,0.000116,0.788
914,"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",John Travolta,0.753,106.976,0.751,0.000784,0.774
915,Royals,Lorde,0.428,84.878,0.674,0.0,0.337
916,We Built This City,Starship,0.908,144.091,0.661,0.0,0.656
917,Games People Play,Joe South,0.693,172.06,0.332,3.17e-05,0.627
918,Twist And Shout,The Isley Brothers,0.811,123.351,0.774,0.0,0.963
919,Cat's in the Cradle,Harry Chapin,0.577,78.112,0.489,0.0,0.519
920,World,Bee Gees,0.533,86.744,0.261,0.205,0.272
921,A Groovy Kind Of Love,The Mindbenders,0.603,96.988,0.456,0.0,0.679
922,Love Will Keep Us Together,Captain & Tennille,0.781,129.618,0.621,0.0,0.93
923,(I Just) Died In Your Arms,Cutting Crew,0.727,124.919,0.632,7.64e-05,0.499
924,Black Velvet,Alannah Myles,0.366,91.147,0.754,9.04e-05,0.469
925,Rockin' All Over The World,Status Quo,0.962,131.434,0.617,0.00171,0.968
926,Life Is A Highway,Tom Cochrane,0.751,103.036,0.683,8.36e-06,0.841
927,My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,0.243,118.578,0.746,1.02e-06,0.425
928,Kicks,Paul Revere & The Raiders,0.698,131.172,0.548,2.26e-06,0.62
929,Just Give Me a Reason (feat. Nate Ruess),P!nk,0.547,95.002,0.778,0.000302,0.441
930,Hey Baby - Remastered,Bruce Channel,0.552,130.052,0.632,0.0,0.557
931,Everybody's Got To Learn Sometime,The Korgis,0.238,73.978,0.375,0.0425,0.0574
932,'74-'75,The Connells,0.59,144.202,0.53,0.00227,0.43
933,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0.711,125.135,0.692,0.0,0.875
934,Knock Three Times,Tony Orlando & Dawn,0.656,123.461,0.781,1.37e-06,0.961
935,Everything About You,Ugly Kid Joe,0.783,122.603,0.516,1.08e-06,0.775
936,Where The Streets Have No Name - Remastered,U2,0.724,125.812,0.49,0.0046,0.292
937,Fox on the Run,Sweet,0.902,131.576,0.504,0.000614,0.624
938,Born to Be Alive,Patrick Hernandez,0.867,131.467,0.704,0.0,0.809
939,"Living in America - From ""Rocky IV"" Soundtrack",James Brown,0.854,113.908,0.754,0.00692,0.761
940,Take Me to the River,Al Green,0.396,119.099,0.785,0.000286,0.93
941,Always Look On The Bright Side Of Life,Monty Python,0.535,120.071,0.669,0.0,0.739
942,Would?,Alice In Chains,0.832,100.677,0.305,2.4e-05,0.585
943,There Must Be an Angel (Playing with My Heart),Eurythmics,0.779,112.091,0.602,3.14e-06,0.646
944,Borderline,Madonna,0.895,119.356,0.787,0.00064,0.452
945,Grace Kelly,MIKA,0.824,122.221,0.676,0.0152,0.696
946,Your Woman,White Town,0.605,102.643,0.815,0.684,0.795
947,Kung Fu Fighting,Carl Douglas,0.673,102.035,0.598,6.84e-05,0.59
948,Giant Steps,John Coltrane,0.491,148.243,0.431,0.000458,0.577
949,We Are The World,U.S.A. For Africa,0.447,72.58,0.528,0.0,0.292
950,White Flag,Dido,0.531,169.951,0.512,3.5e-06,0.302
951,Alors on danse,Stromae,0.59,119.951,0.791,0.00203,0.714
952,Bleeding Love,Leona Lewis,0.656,104.036,0.638,0.0,0.225
953,1979 - Remastered 2012,The Smashing Pumpkins,0.787,126.879,0.767,0.583,0.964
954,Hey There Delilah,Plain White T's,0.376,103.851,0.51,0.000121,0.321
955,So What,Miles Davis,0.228,136.436,0.533,0.000165,0.231
956,"The Good, the Bad and the Ugly - From ""The Good, the Bad and the Ugly""",Hugo Montenegro & His Orchestra,0.61,116.599,0.531,0.441,0.627
957,Kiss Me,Sixpence None The Richer,0.749,99.982,0.526,1.76e-06,0.421
958,Wannabe,Spice Girls,0.864,110.008,0.768,0.0,0.891
959,Pretty Fly (For A White Guy),The Offspring,0.895,143.383,0.722,1.27e-06,0.963
960,Rock Me Amadeus - The Gold Mix,Falco,0.901,176.664,0.609,0.00949,0.866
961,Just Dance,Lady Gaga,0.739,118.992,0.822,4.26e-05,0.745
962,Poetry In Motion,Johnny Tillotson,0.693,135.184,0.486,0.0,0.888
963,Hello,Adele,0.431,157.98,0.47,0.0,0.289
964,"What Is Love - 7"" Mix",Haddaway,0.772,123.871,0.683,0.0149,0.737
965,A Good Heart,Feargal Sharkey,0.884,104.647,0.653,0.0,0.762
966,We Gotta Get out of This Place - Rerecorded Version,The Animals,0.644,128.555,0.468,7.11e-06,0.499
967,All Star,Smash Mouth,0.867,104.019,0.731,0.0,0.776
968,Long Train Runnin',The Doobie Brothers,0.912,117.399,0.575,0.00211,0.843
969,Day-O (The Banana Boat Song),Harry Belafonte,0.162,122.725,0.731,6.01e-06,0.472
970,The Final Countdown,Europe,0.843,117.662,0.529,0.000827,0.188
971,We're Not Gonna Take It,Twisted Sister,0.924,149.186,0.502,0.0,0.922
972,Hold Back The River,James Bay,0.715,134.922,0.715,0.0,0.507
973,"Baby, I Love You",The Ronettes,0.802,115.692,0.545,3.7e-05,0.854
974,Stay With Me,Sam Smith,0.419,84.082,0.414,0.000195,0.18
975,Sunny,Bobby Hebb,0.338,128.386,0.714,0.00644,0.667
976,Mambo Italiano (with The Mellomen) - 78rpm Version,Rosemary Clooney,0.522,150.452,0.592,0.0,0.808
977,Put A Little Love In Your Heart,Jackie DeShannon,0.535,101.232,0.502,0.0,0.321
978,Tired of Toein' the Line,Rocky Burnette,0.773,120.465,0.67,0.00192,0.827
979,Bennie And The Jets - Remastered 2014,Elton John,0.673,132.642,0.665,7.62e-06,0.779
980,Più bella cosa,Eros Ramazzotti,0.76,110.008,0.691,0.0,0.639
981,Sixteen Tons,Tennessee Ernie Ford,0.25,144.145,0.667,0.0,0.412
982,Blurred Lines,Robin Thicke,0.503,119.998,0.862,1.87e-05,0.863
983,Take on Me,a-ha,0.902,84.412,0.573,0.00125,0.876
984,Take Me To Church,Hozier,0.664,128.945,0.566,0.0,0.437
985,Chan Chan,Buena Vista Social Club,0.496,165.647,0.396,0.00534,0.679
986,"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,0.633,98.995,0.602,0.0,0.931
987,The Sun Ain't Gonna Shine Anymore - Stereo Version,The Walker Brothers,0.62,110.667,0.437,0.0,0.619
988,Bring It On Home To Me,Sam Cooke,0.569,70.843,0.482,0.0,0.609
989,Gangnam Style (강남스타일),PSY,0.937,132.067,0.727,0.0,0.749
990,The Most Beautiful Girl,Charlie Rich,0.318,103.493,0.576,7.47e-06,0.41
991,Tarzan Boy,Baltimora,0.573,107.363,0.684,0.028,0.716
992,Baby Come Back,The Equals,0.645,135.059,0.72,0.00487,0.806
